"","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Institución","Nombre","Concurso.confidencial","Enc.Pub.Gest.Apertu","Elaborador","Enc.Solic.Est.Ofert","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"407","Contrato","23/11/2022 16:40","Real","2022LA-000039-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221105730-01","20221105730-00","Cambio y mejoramiento del cableado estructurado del edificio administrativo de la municipalidad de heredia","Bienes","Licitación abreviada","Servicios","En línea","https://www.sicop.go.cr","14/12/2022 07:00","15/12/2022 10:00","15/12/2022 10:00","20 Días hábiles",3.3e+07,"",NA,"401"
"408","Contrato","23/11/2022 16:40","Real","2022CD-000302-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20221105733-00","Contratacion de alquiler de dispensadores de agua para la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","24/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","6 Días hábiles",2976509.6,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"409","Contrato","24/11/2022 07:58","Real","2022CD-000035-0004300001","-","Municipalidad ","Corredores","No","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Registro","","20221104524-00","Compra de equipo de cómputo para la municipalidad de corredores","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","24/11/2022 10:00","30/11/2022 10:00","30/11/2022 10:00","10 Días hábiles",14950000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","610"
"410","Desierto/Infructuoso","24/11/2022 08:29","Real","2022CD-000303-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20221105784-00","Contratacion de actividad baile de la melcocha en celebración al cantonato de heredia 2022 para la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","4 Días hábiles",1500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"411","Contrato","24/11/2022 08:38","Real","2022CD-000304-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20221105796-00","Contratacion de servicios varios (alquiler de tarima, cimarrona, y confeccion de adhesivos) para desarrollo de la ¿vuelta ciclistica 2022¿ de la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","4 Días hábiles",1285000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"412","Contrato","24/11/2022 08:42","Real","2022CD-000184-0002200001","-","Municipalidad ","Mora","No","Geremmy de los Angeles Chaves Marin","Tatiana de los Angeles Aguero Aguilar","Tatiana de los Angeles Aguero Aguilar","Registro","","20221105396-00","Mejoras de oficina de gestión de talento humano, municipalidad de mora","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","24/11/2022 10:00","09/12/2022 10:00","09/12/2022 10:00","10 Días hábiles",1071811,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","107"
"413","Contrato","24/11/2022 11:21","Real","2022CD-000074-0022900511","-","Municipalidad ","Hojancha","No","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Registro","","20221105866-00","Contratacion de asistente para la auditoría interna de la municipalidad de hojancha","Servicios","Contratación especial",NA,"En línea","https://www.sicop.go.cr","25/11/2022 07:30","25/11/2022 14:00","25/11/2022 15:00","5 Días hábiles",7e+05,"","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. p) Asesoría a Auditorías Internas:","511"
"414","En apertura","24/11/2022 11:53","Real","2022CD-000249-0003200001","-","Municipalidad ","Carrillo","No","Maycol Novoa Arceyu","Maycol Novoa Arceyu","Maycol Novoa Arceyu","Registro","","20221103962-00","Adquisición de botas y zapatos de seguridad para funcionarios operativos de la municipalidad de carrillo 2022","Bienes","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","24/11/2022 13:00","30/11/2022 13:30","30/11/2022 14:00","10 Días hábiles",16682095,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","505"
"415","Contrato","24/11/2022 13:41","Real","2022CD-000075-0022900511","-","Municipalidad ","Hojancha","No","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Registro","","20221105927-00","Compra de servicio de alimentación para la municipalidad de hojancha","Servicios","Contratación especial",NA,"En línea","https://www.sicop.go.cr","25/11/2022 07:30","25/11/2022 15:00","25/11/2022 15:00","10 Días hábiles",5e+05,"","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. a) Oferente único","511"
"416","Contrato","24/11/2022 16:46","Real","2022CD-000053-0019400001","-","Municipalidad ","Osa","No","Gregory Josue Montero Gomez","Gregory Josue Montero Gomez","Gregory Josue Montero Gomez","Registro","","20221106030-00","Adquisición de una licencia de software para monitoreo y control de la infraestructura de red de la municipalidad de osa","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","25/11/2022 08:00","30/11/2022 08:00","30/11/2022 08:05","6 Días hábiles",1600000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","605"
"417","Contrato","24/11/2022 17:08","Real","2022CD-000054-0019400001","-","Municipalidad ","Osa","No","Esteban Soto Vásquez","Esteban Soto Vásquez","Esteban Soto Vásquez","Registro","","20221106015-00","Servicio de atención de incidencias, actualizaciones al sistema decsis en la municipalidad de osa para el periodo 2023","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 13:00","30/11/2022 15:00","30/11/2022 15:05","8 Días hábiles",14880000,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).","605"
"418","Contrato","25/11/2022 07:43","Real","2022CD-000305-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20221106068-00","Compra de andamio para la municipalidad de heredia","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 06:00","30/11/2022 11:00","30/11/2022 11:00","6 Días hábiles",997000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"419","Contrato","25/11/2022 07:57","Real","2022CD-000306-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20221106076-00","Contratacion de servicios varios (arco inflable, cimarrona) para desarrollo de la ¿heredia kletea¿ de la municipalidad de heredia","Bienes","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","28/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","6 Días hábiles",5e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"420","Contrato","25/11/2022 10:46","Real","2022CD-001469-0015499999","-","Municipalidad ","San Jose","No","Jose Ignacio Aguilar Monge","Jose Ignacio Aguilar Monge","Jose Ignacio Aguilar Monge","Modificar","20221106150-01","20221106150-00","Consultoría en la implementación de labores administrativas y gobernanza de información geográfica de la municipalidad de san josé","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 11:00","29/11/2022 11:00","29/11/2022 11:01","10 Días hábiles",1.4e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","101"
"421","Contrato","25/11/2022 13:28","Real","2022CD-000251-0000700001","-","Municipalidad ","Grecia","No","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Registro","","20221106199-00","Reparación de tanqueta para distribución de agua potable del acueducto de la municipalidad de grecia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 14:00","29/11/2022 08:00","29/11/2022 08:00","4 Días hábiles",1e+06,"","Contratación directa para reparaciones indeterminadas (Artículo 2 inc. d) LCA y artículo 139 inciso g) RLCA.","203"
"422","Contrato","25/11/2022 14:42","Real","2022CD-000065-0021100001","-","Municipalidad ","Orotina","No","Jeffry Miranda Mena","Ana Lucia Chaves Peréz","Jeffry Miranda Mena","Registro","","20221106233-00","Contratacion de servicios profesionales para actualizar el manual de puestos y manual organizacional de la municipalidad de orotina","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","25/11/2022 16:00","30/11/2022 09:00","30/11/2022 09:05","10 Días hábiles",6e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","209"
"423","Desierto/Infructuoso","25/11/2022 15:26","Real","2022CD-000279-0023570101","-","Municipalidad ","Limon","No","Gary Whalon Dunn Dawkins","Gary Whalon Dunn Dawkins","Gary Whalon Dunn Dawkins","Registro","","20221106261-00","Contratación de servicios jurídicos penales para la municipalidad de limón.","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 15:30","29/11/2022 12:25","29/11/2022 12:30","10 Días hábiles",3e+06,"","Contratación directa de atención urgente de gestiones judiciales (Artículo 2 inc. d) LCA y artículo 139 inciso f) RLCA.","701"
"424","Desierto/Infructuoso","25/11/2022 16:03","Real","2022CD-000308-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20221106276-00","Compra de rejillas con accesorios para la municipalidad de heredia","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","6 Días hábiles",466050,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"425","Contrato","26/11/2022 15:03","Real","2022CD-000362-0032000702","-","Municipalidad ","Pococi","No","Ronald Quiros Brenes","Ronald Quiros Brenes","Ronald Quiros Brenes","Modificar","20221106306-01 20221106306-02 20221106306-03","20221106306-00","Adquisición de pólizas de vehículos y maquinaria de la municipalidad de pococi","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","26/11/2022 15:30","30/11/2022 15:00","30/11/2022 15:01","9 Días hábiles",20903386,"","Contratación directa de actividad contractual desarrollada entre sujetos de derecho público (Artículo 2 inc. c) LCA y artículo 138 RLCA.","702"
"426","Contrato","28/11/2022 10:42","Real","2022CD-000071-0027900001","-","Municipalidad ","Leon Cortes Castro","No","Wilber Castro Salazar","Wilber Castro Salazar","Wilber Castro Salazar","Modificar","20221106382-01","20221106382-00","Recauche para llantas de la maquinaria de la utgvm de la municipalidad de león cortés","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 10:45","12/12/2022 09:00","12/12/2022 09:00","15 Días hábiles",2408000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","120"
"427","En evaluación","28/11/2022 11:40","Real","2022CD-000309-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221106411-00","Compra de papel higienico entregas por demanda para la municipalidad de heredia","Bienes","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","29/11/2022 12:00","30/11/2022 10:00","30/11/2022 10:00","4 Días hábiles",1137,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"428","Contrato","28/11/2022 12:23","Real","2022CD-000237-0003400001","-","Municipalidad ","Montes de Oca","No","Guillermo Garro Molina","Guillermo Garro Molina","Guillermo Garro Molina","Modificar","20221106430-01 20221106430-02","20221106430-00","Compra de percoladores dispensadores de café para la municipalidad de montes de oca","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 13:00","29/11/2022 13:00","29/11/2022 13:00","10 Días hábiles",250000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","115"
"429","Nulidad absoluta","28/11/2022 16:45","Real","2022LN-000003-0024100001","-","Municipalidad ","Goicoechea","No","Andres Gerardo Arguedas Vindas","Andres Gerardo Arguedas Vindas","Andres Gerardo Arguedas Vindas","Modificar","20221106311-01 20221106311-02 20221106311-03","20221106311-00","Migracion de sistemas legados de la municipalidad de goicoechea","Servicios","Licitación pública nacional","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 23:59","28/12/2022 08:01","28/12/2022 08:02","30 Días hábiles",2.59e+08,"",NA,"108"
"430","Apelación o Revocación","28/11/2022 17:09","Real","2022CD-000310-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221106531-01 20221106531-02","20221106531-00","Suministro e instalacion de elevador en edificio administrativo de la municipalidad de heredia","Bienes","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","15/12/2022 07:00","16/12/2022 10:00","16/12/2022 10:00","10 Días hábiles",3e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"431","Contrato","29/11/2022 08:01","Real","2022CD-000297-0003300001","-","Municipalidad ","Moravia","No","Jorge Mesen Solorzano","Jorge Mesen Solorzano","Jorge Mesen Solorzano","Registro","","20221105793-00","Mantenimiento del edificio administrativo de la municipalidad de moravia","Obra publica","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","29/11/2022 09:00","14/12/2022 09:00","14/12/2022 09:05","10 Días hábiles",10225100,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","114"
"432","Desierto/Infructuoso","29/11/2022 08:26","Real","2022LA-000008-0004300001","-","Municipalidad ","Corredores","No","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Registro","","20221104079-00","Adquisición de bienes y servicios de partidas especificas de la municipalidad de corredores","Bienes/servicios","Licitación abreviada","Cantidad definida","En línea","https://www.sicop.go.cr","29/11/2022 10:00","19/12/2022 10:00","19/12/2022 10:00","18 Días hábiles",24271725.68,"",NA,"610"
"433","Adjudicación en firme","29/11/2022 09:27","Real","2022CD-000311-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221106587-01 20221106587-02","20221106587-00","Mejoras en salon comunal imas de ulloa para la municipalidad de heredia","Bienes/servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","15/12/2022 07:00","16/12/2022 10:00","16/12/2022 10:00","10 Días hábiles",21410000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
