"","Funcionarios.relacionados","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Nombre.de.la.institución","Concurso.confidencial","Encargado.de.publicación..gestión.de.objeciones.y.apertura","Elaborador","Encargado.de.solicitar.estudio.de.ofertas.recomendación.del.acto.final","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico"
"410","Funcionarios relacionados con el concurso","Contrato","23/11/2022 16:28","Real","2022CD-000301-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221105718-00","CONTRATACION DE ACTIVIDADES PARA 2DA EDICION DE FERIA DEL LIBRO DE LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","24/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","6 Días hábiles","1.150.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"411","Funcionarios relacionados con el concurso","Contrato","23/11/2022 16:40","Real","2022LA-000039-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221105730-01","20221105730-00","CAMBIO Y MEJORAMIENTO DEL CABLEADO ESTRUCTURADO DEL EDIFICIO ADMINISTRATIVO DE LA MUNICIPALIDAD DE HEREDIA","BIENES","LICITACIÓN ABREVIADA","Servicios","En línea","https://www.sicop.go.cr","14/12/2022 07:00","15/12/2022 10:00","15/12/2022 10:00","20 Días hábiles","33.000.000 [CRC]","",NA
"412","Funcionarios relacionados con el concurso","Contrato","23/11/2022 16:40","Real","2022CD-000302-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221105733-00","CONTRATACION DE ALQUILER DE DISPENSADORES DE AGUA PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","24/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","6 Días hábiles","2.976.509,6 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"413","Funcionarios relacionados con el concurso","Contrato","24/11/2022 07:58","Real","2022CD-000035-0004300001","-","MUNICIPALIDAD DE CORREDORES","No","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Registro","","20221104524-00","Compra de equipo de cómputo para la Municipalidad de Corredores","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","24/11/2022 10:00","30/11/2022 10:00","30/11/2022 10:00","10 Días hábiles","14.950.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"414","Funcionarios relacionados con el concurso","Desierto/Infructuoso","24/11/2022 08:29","Real","2022CD-000303-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221105784-00","CONTRATACION DE ACTIVIDAD BAILE DE LA MELCOCHA EN CELEBRACIÓN AL CANTONATO DE HEREDIA 2022 PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","4 Días hábiles","1.500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"415","Funcionarios relacionados con el concurso","Contrato","24/11/2022 08:38","Real","2022CD-000304-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221105796-00","CONTRATACION DE SERVICIOS VARIOS (ALQUILER DE TARIMA, CIMARRONA, Y CONFECCION DE ADHESIVOS) PARA DESARROLLO DE LA ¿VUELTA CICLISTICA 2022¿ DE LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","4 Días hábiles","1.285.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"416","Funcionarios relacionados con el concurso","Contrato","24/11/2022 08:42","Real","2022CD-000184-0002200001","-","MUNICIPALIDAD DE MORA","No","GEREMMY DE LOS ANGELES CHAVES MARIN","TATIANA DE LOS ANGELES AGUERO AGUILAR","TATIANA DE LOS ANGELES AGUERO AGUILAR","Registro","","20221105396-00","MEJORAS DE OFICINA DE GESTIÓN DE TALENTO HUMANO, MUNICIPALIDAD DE MORA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","24/11/2022 10:00","09/12/2022 10:00","09/12/2022 10:00","10 Días hábiles","1.071.811 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"417","Funcionarios relacionados con el concurso","Contrato","24/11/2022 11:21","Real","2022CD-000074-0022900511","-","Municipalidad de Hojancha","No","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","Registro","","20221105866-00","Contratacion de Asistente para la Auditoría interna de la Municipalidad de Hojancha","SERVICIOS","CONTRATACIÓN ESPECIAL",NA,"En línea","https://www.sicop.go.cr","25/11/2022 07:30","25/11/2022 14:00","25/11/2022 15:00","5 Días hábiles","700.000 [CRC]","","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. p) Asesoría a Auditorías Internas:"
"418","Funcionarios relacionados con el concurso","En apertura","24/11/2022 11:53","Real","2022CD-000249-0003200001","-","Municipalidad de Carrillo","No","MAYCOL NOVOA ARCEYU","MAYCOL NOVOA ARCEYU","MAYCOL NOVOA ARCEYU","Registro","","20221103962-00","ADQUISICIÓN DE BOTAS Y ZAPATOS DE SEGURIDAD PARA FUNCIONARIOS OPERATIVOS DE LA MUNICIPALIDAD DE CARRILLO 2022","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","24/11/2022 13:00","30/11/2022 13:30","30/11/2022 14:00","10 Días hábiles","16.682.095 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"419","Funcionarios relacionados con el concurso","Contrato","24/11/2022 13:41","Real","2022CD-000075-0022900511","-","Municipalidad de Hojancha","No","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","Registro","","20221105927-00","Compra de Servicio de alimentación para la Municipalidad de Hojancha","SERVICIOS","CONTRATACIÓN ESPECIAL",NA,"En línea","https://www.sicop.go.cr","25/11/2022 07:30","25/11/2022 15:00","25/11/2022 15:00","10 Días hábiles","500.000 [CRC]","","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. a) Oferente único"
"420","Funcionarios relacionados con el concurso","Contrato","24/11/2022 16:46","Real","2022CD-000053-0019400001","-","Municipalidad de Osa","No","GREGORY JOSUE MONTERO GOMEZ","GREGORY JOSUE MONTERO GOMEZ","GREGORY JOSUE MONTERO GOMEZ","Registro","","20221106030-00","Adquisición de una licencia de software para monitoreo y control de la infraestructura de red de la Municipalidad de Osa","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","25/11/2022 08:00","30/11/2022 08:00","30/11/2022 08:05","6 Días hábiles","1.600.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"421","Funcionarios relacionados con el concurso","Contrato","24/11/2022 17:08","Real","2022CD-000054-0019400001","-","Municipalidad de Osa","No","Esteban Soto Vásquez","Esteban Soto Vásquez","Esteban Soto Vásquez","Registro","","20221106015-00","SERVICIO DE ATENCIÓN DE INCIDENCIAS, ACTUALIZACIONES AL SISTEMA DECSIS EN LA MUNICIPALIDAD DE OSA PARA EL PERIODO 2023","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 13:00","30/11/2022 15:00","30/11/2022 15:05","8 Días hábiles","14.880.000 [CRC]","","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA)."
"422","Funcionarios relacionados con el concurso","Contrato","25/11/2022 07:43","Real","2022CD-000305-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221106068-00","COMPRA DE ANDAMIO PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 06:00","30/11/2022 11:00","30/11/2022 11:00","6 Días hábiles","997.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"423","Funcionarios relacionados con el concurso","Contrato","25/11/2022 07:57","Real","2022CD-000306-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221106076-00","CONTRATACION DE SERVICIOS VARIOS (ARCO INFLABLE, CIMARRONA) PARA DESARROLLO DE LA ¿HEREDIA KLETEA¿ DE LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","28/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","6 Días hábiles","500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"424","Funcionarios relacionados con el concurso","Contrato","25/11/2022 10:46","Real","2022CD-001469-0015499999","-","MUNICIPALIDAD DE SAN JOSE","No","Jose Ignacio Aguilar Monge","Jose Ignacio Aguilar Monge","Jose Ignacio Aguilar Monge","Modificar","20221106150-01","20221106150-00","Consultoría en la implementación de labores administrativas y gobernanza de información geográfica de la Municipalidad de San José","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 11:00","29/11/2022 11:00","29/11/2022 11:01","10 Días hábiles","14.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"425","Funcionarios relacionados con el concurso","Contrato","25/11/2022 13:28","Real","2022CD-000251-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Registro","","20221106199-00","Reparación de tanqueta para distribución de agua potable del Acueducto de la Municipalidad de Grecia","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 14:00","29/11/2022 08:00","29/11/2022 08:00","4 Días hábiles","1.000.000 [CRC]","","Contratación directa para reparaciones indeterminadas (Artículo 2 inc. d) LCA y artículo 139 inciso g) RLCA."
"426","Funcionarios relacionados con el concurso","Contrato","25/11/2022 14:42","Real","2022CD-000065-0021100001","-","MUNICIPALIDAD DE OROTINA","No","Jeffry Miranda Mena","Ana Lucia Chaves Peréz","Jeffry Miranda Mena","Registro","","20221106233-00","CONTRATACION DE SERVICIOS PROFESIONALES PARA ACTUALIZAR EL MANUAL DE PUESTOS Y MANUAL ORGANIZACIONAL DE LA MUNICIPALIDAD DE OROTINA","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","25/11/2022 16:00","30/11/2022 09:00","30/11/2022 09:05","10 Días hábiles","6.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"427","Funcionarios relacionados con el concurso","Desierto/Infructuoso","25/11/2022 15:26","Real","2022CD-000279-0023570101","-","MUNICIPALIDAD DE LIMON","No","GARY WHALON DUNN DAWKINS","GARY WHALON DUNN DAWKINS","GARY WHALON DUNN DAWKINS","Registro","","20221106261-00","Contratación de Servicios jurídicos penales para la Municipalidad de Limón.","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","25/11/2022 15:30","29/11/2022 12:25","29/11/2022 12:30","10 Días hábiles","3.000.000 [CRC]","","Contratación directa de atención urgente de gestiones judiciales (Artículo 2 inc. d) LCA y artículo 139 inciso f) RLCA."
"428","Funcionarios relacionados con el concurso","Desierto/Infructuoso","25/11/2022 16:03","Real","2022CD-000308-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221106276-00","COMPRA DE REJILLAS CON ACCESORIOS PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","6 Días hábiles","466.050 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"429","Funcionarios relacionados con el concurso","Contrato","26/11/2022 15:03","Real","2022CD-000362-0032000702","-","Municipalidad de Pococí","No","RONALD QUIROS BRENES","RONALD QUIROS BRENES","RONALD QUIROS BRENES","Modificar","20221106306-01 20221106306-02 20221106306-03","20221106306-00","Adquisición de pólizas de vehículos y maquinaria de la Municipalidad de Pococi","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","26/11/2022 15:30","30/11/2022 15:00","30/11/2022 15:01","9 Días hábiles","20.903.386 [CRC]","","Contratación directa de actividad contractual desarrollada entre sujetos de derecho público (Artículo 2 inc. c) LCA y artículo 138 RLCA."
"430","Funcionarios relacionados con el concurso","Contrato","28/11/2022 10:42","Real","2022CD-000071-0027900001","-","MUNICIPALIDAD DE LEON CORTES","No","WILBER CASTRO SALAZAR","WILBER CASTRO SALAZAR","WILBER CASTRO SALAZAR","Modificar","20221106382-01","20221106382-00","Recauche para llantas de la maquinaria de la UTGVM de la Municipalidad de León Cortés","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 10:45","12/12/2022 09:00","12/12/2022 09:00","15 Días hábiles","2.408.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"431","Funcionarios relacionados con el concurso","En evaluación","28/11/2022 11:40","Real","2022CD-000309-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221106411-00","COMPRA DE PAPEL HIGIENICO ENTREGAS POR DEMANDA PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","29/11/2022 12:00","30/11/2022 10:00","30/11/2022 10:00","4 Días hábiles","1.137 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"432","Funcionarios relacionados con el concurso","Contrato","28/11/2022 12:23","Real","2022CD-000237-0003400001","-","Municipalidad de Montes de Oca","No","GUILLERMO GARRO MOLINA","GUILLERMO GARRO MOLINA","GUILLERMO GARRO MOLINA","Modificar","20221106430-01 20221106430-02","20221106430-00","COMPRA DE PERCOLADORES DISPENSADORES DE CAFÉ PARA LA MUNICIPALIDAD DE MONTES DE OCA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 13:00","29/11/2022 13:00","29/11/2022 13:00","10 Días hábiles","250.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"433","Funcionarios relacionados con el concurso","Nulidad absoluta","28/11/2022 16:45","Real","2022LN-000003-0024100001","-","MUNICIPALIDAD DE GOICOECHEA","No","ANDRES GERARDO ARGUEDAS VINDAS","ANDRES GERARDO ARGUEDAS VINDAS","ANDRES GERARDO ARGUEDAS VINDAS","Modificar","20221106311-01 20221106311-02 20221106311-03","20221106311-00","Migracion de sistemas Legados de la Municipalidad de Goicoechea","SERVICIOS","LICITACIÓN PÚBLICA NACIONAL","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 23:59","28/12/2022 08:01","28/12/2022 08:02","30 Días hábiles","259.000.000 [CRC]","",NA
"434","Funcionarios relacionados con el concurso","Apelación o Revocación","28/11/2022 17:09","Real","2022CD-000310-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221106531-01 20221106531-02","20221106531-00","SUMINISTRO E INSTALACION DE ELEVADOR EN EDIFICIO ADMINISTRATIVO DE LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","15/12/2022 07:00","16/12/2022 10:00","16/12/2022 10:00","10 Días hábiles","30.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"435","Funcionarios relacionados con el concurso","Contrato","29/11/2022 08:01","Real","2022CD-000297-0003300001","-","Municipalidad de Moravia","No","JORGE MESEN SOLORZANO","JORGE MESEN SOLORZANO","JORGE MESEN SOLORZANO","Registro","","20221105793-00","Mantenimiento del edificio administrativo de la Municipalidad de Moravia","OBRA PUBLICA","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","29/11/2022 09:00","14/12/2022 09:00","14/12/2022 09:05","10 Días hábiles","10.225.100 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"436","Funcionarios relacionados con el concurso","Desierto/Infructuoso","29/11/2022 08:26","Real","2022LA-000008-0004300001","-","MUNICIPALIDAD DE CORREDORES","No","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Registro","","20221104079-00","Adquisición de bienes y servicios de Partidas Especificas de la Municipalidad de Corredores","BIENES/SERVICIOS","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","29/11/2022 10:00","19/12/2022 10:00","19/12/2022 10:00","18 Días hábiles","24.271.725,68 [CRC]","",NA
"437","Funcionarios relacionados con el concurso","Adjudicación en firme","29/11/2022 09:27","Real","2022CD-000311-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221106587-01 20221106587-02","20221106587-00","MEJORAS EN SALON COMUNAL IMAS DE ULLOA PARA LA MUNICIPALIDAD DE HEREDIA","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","15/12/2022 07:00","16/12/2022 10:00","16/12/2022 10:00","10 Días hábiles","21.410.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"438","Funcionarios relacionados con el concurso","Contrato","29/11/2022 11:45","Real","2022CD-000312-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221106636-00","COMPRA DE GEOMANTA ANTIEROSIVA REFORZADA PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","09/12/2022 07:00","12/12/2022 10:00","12/12/2022 10:00","6 Días hábiles","2.500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"439","Funcionarios relacionados con el concurso","Contrato","29/11/2022 14:24","Real","2022CD-000045-0025700001","-","Municipalidad de Siquirres","No","SANDRA VARGAS FERNANDEZ","SANDRA VARGAS FERNANDEZ","SANDRA VARGAS FERNANDEZ","Registro","","20221106686-00","Solicitud de contratación para compra de calzado táctico para el personal de Policía Municipal de la Municipalidad de Siquirres.","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","29/11/2022 14:30","30/11/2022 13:00","30/11/2022 13:00","2 Días hábiles","924.500 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"440","Funcionarios relacionados con el concurso","En evaluación","29/11/2022 16:30","Real","2022LA-000010-0019400001","-","Municipalidad de Osa","No","Anthony Gámez Picado","Anthony Gámez Picado","Anthony Gámez Picado","Registro","","20221106735-00","ADQUISICIÓN DE OBRA PÚBLICA POR CONTRATO PARA CONSTRUCCIÓN DE PLANTEL DE MAQUINARIA Y TALLER DE LA UNIDAD TÉCNICA DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE OSA","OBRA PUBLICA","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","30/11/2022 09:00","06/01/2023 09:00","06/01/2023 09:05","34 Días hábiles","325.000.000 [CRC]","",NA
"441","Funcionarios relacionados con el concurso","Contrato","29/11/2022 16:45","Real","2022CD-000368-0032000702","-","Municipalidad de Pococí","No","RONALD QUIROS BRENES","RONALD QUIROS BRENES","RONALD QUIROS BRENES","Registro","","20221106750-00","Equipo Mobiliario de oficina Obra Pública y Equipo de comunicación audio visual para la Obra Pública de la Municipalidad de Pococí.","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","29/11/2022 17:00","12/12/2022 15:00","12/12/2022 15:01","9 Días naturales","5.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
