"","Estado.del.concurso","Fecha.hora.de.publicación","Número.de.procedimiento","Nombre","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"434","Contrato","29/11/2022 11:45","2022CD-000312-0021700001","Heredia","","20221106636-00","COMPRA DE GEOMANTA ANTIEROSIVA REFORZADA PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","09/12/2022 07:00","12/12/2022 10:00","12/12/2022 10:00","6 Días hábiles",2500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"435","Contrato","29/11/2022 14:24","2022CD-000045-0025700001","Siquirres","","20221106686-00","Solicitud de contratación para compra de calzado táctico para el personal de Policía Municipal de la Municipalidad de Siquirres.","Bienes/servicios","Contratación directa","Cantidad definida","29/11/2022 14:30","30/11/2022 13:00","30/11/2022 13:00","2 Días hábiles",924500,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",703
"436","En evaluación","29/11/2022 16:30","2022LA-000010-0019400001","Osa","","20221106735-00","ADQUISICIÓN DE OBRA PÚBLICA POR CONTRATO PARA CONSTRUCCIÓN DE PLANTEL DE MAQUINARIA Y TALLER DE LA UNIDAD TÉCNICA DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE OSA","Obra publica","Licitación abreviada","Cantidad definida","30/11/2022 09:00","06/01/2023 09:00","06/01/2023 09:05","34 Días hábiles",3.25e+08,"",NA,605
"437","Contrato","29/11/2022 16:45","2022CD-000368-0032000702","Pococi","","20221106750-00","Equipo Mobiliario de oficina Obra Pública y Equipo de comunicación audio visual para la Obra Pública de la Municipalidad de Pococí.","Bienes","Contratación directa","Cantidad definida","29/11/2022 17:00","12/12/2022 15:00","12/12/2022 15:01","9 Días naturales",5e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",702
"438","Contrato","30/11/2022 10:59","2022CD-000317-0021700001","Heredia","","20221106871-00","REPARACION DE SKATEPARKS DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Servicios","09/12/2022 06:00","13/12/2022 10:00","13/12/2022 10:00","6 Días hábiles",23681400,"","Contratación directa para reparaciones indeterminadas (Artículo 2 inc. d) LCA y artículo 139 inciso g) RLCA.",401
"439","Adjudicación en firme","30/11/2022 11:23","2022CD-000318-0021700001","Heredia","","20221106879-00","CONTRATACION DE SERVICIOS VETERINARIOS PARA CASTRACION DE PERROS Y GATOS PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Según demanda","09/12/2022 06:00","13/12/2022 10:00","13/12/2022 10:00","6 Días hábiles",90000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"440","Adjudicado","30/11/2022 11:47","2022CD-000012-0010600001","Oreamuno","","20221106796-00","Proyectos en los Parques Boulevard, Blanquillo y Potrero Cerrado, Propiedad de la Municipalidad de Oreamuno.","Obra publica","Contratación directa","Cantidad definida","09/12/2022 07:00","15/12/2022 13:00","15/12/2022 13:01","10 Días hábiles",30600000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",307
"441","Sin definir","30/11/2022 11:51","2022LA-000042-0021700001","Heredia","20221106894-01","20221106894-00","MANTENIMIENTO DEL PAISAJE Y SISTEMA DE RIEGO PARQUE LA AURORA Y LOS ANGELES PARA LA MUNICIPALIDAD DE HEREDIA [Sin efecto]","Servicios","Licitación abreviada","Servicios","14/12/2022 07:00","15/12/2022 10:00","15/12/2022 10:00","10 Días hábiles",14700000,"",NA,401
"442","Contrato","30/11/2022 12:14","2022CD-000320-0021700001","Heredia","","20221106908-00","CONTRATACIÓN MANTENIMIENTO CORRECTIVO DE AIRES ACONDICIONADOS PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","12/12/2022 08:00","13/12/2022 11:00","13/12/2022 11:00","6 Días hábiles",393000,"","Contratación directa para reparaciones indeterminadas (Artículo 2 inc. d) LCA y artículo 139 inciso g) RLCA.",401
"443","Adjudicación en firme","30/11/2022 12:33","2022CD-000198-0003900001","Nicoya","","20221106922-00","Actualización de la interfaz de los componentes de diseño del web site de la Municipalidad de Nicoya","Servicios","Contratación directa","Cantidad definida","09/12/2022 07:30","11/12/2022 14:30","11/12/2022 14:30","10 Días hábiles",3e+06,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",502
"444","Contrato","30/11/2022 12:42","2022CD-000151-0019100001","Coto Brus","20221106815-01","20221106815-00","MEJORAS VARIAS DEL AULA CONTIGUA A LA CASA DE LA PERSONA ADULTA MAYOR DE LA MUNICIPALIDAD DE COTO BRUS","Servicios","Contratación directa","Cantidad definida","09/12/2022 07:00","12/12/2022 14:30","12/12/2022 14:31","4 Días hábiles",5e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",608
"445","Desierto/Infructuoso","30/11/2022 12:54","2022CD-000257-0003200001","Carrillo","","20221106932-00","Equipo de Impresión de Carnet para Funcionarios (compatible con el sistema SIFAT de la Municipalidad)","Bienes","Contratación directa","Cantidad definida","30/11/2022 13:00","14/12/2022 16:00","14/12/2022 16:01","10 Días hábiles",4832764,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",505
"446","Contrato","30/11/2022 12:56","2022CD-000321-0021700001","Heredia","","20221106935-00","COMPRA DE COMBUSTIBLE PARA VARIOS DEPARTAMENTOS DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","30/11/2022 14:00","12/12/2022 10:00","12/12/2022 10:00","8 Días naturales",2200000,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.",401
"447","Desierto/Infructuoso","30/11/2022 13:10","2022LA-000009-0004300001","Corredores","","20221106840-00","CONTRATACIÓN DE SERVICIOS PARA EL DESARROLLO DE UNA PROPUESTA INTEGRAL DE MEJORA DE LA ESTRATEGIA Y LOS PROCESOS INTERNOS DE LA MUNICIPALIDAD DE CORREDORES.","Servicios","Licitación abreviada","Servicios","09/12/2022 08:00","15/12/2022 13:00","15/12/2022 13:01","10 Días hábiles",2.7e+07,"",NA,610
"448","Contrato","30/11/2022 14:58","2022LA-000043-0021700001","Heredia","20221107000-01","20221107000-00","COMPRA DE CAMARAS DE VIDEO PARA EL SISTEMA DE VIGILANCIA EXISTENTE EN LA MUNICIPALIDAD DE HEREDIA","Bienes","Licitación abreviada","Cantidad definida","19/12/2022 07:00","20/12/2022 10:00","20/12/2022 10:00","10 Días hábiles",63888300,"",NA,401
"449","Desierto/Infructuoso","30/11/2022 16:29","2022CD-000322-0021700001","Heredia","","20221107056-00","COMPRA DE UNIFORMES ESPECIALES PARA ATENCION DE EMERGENCIAS PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","09/12/2022 06:00","13/12/2022 10:00","13/12/2022 10:00","6 Días hábiles",835000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"450","Adjudicado","30/11/2022 16:33","2022LA-000044-0021700001","Heredia","","20221107052-00","MANTENIMIENTO DEL PAISAJE Y SISTEMA DE RIEGO PARQUE LA AURORA Y LOS ANGELES PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Licitación abreviada","Servicios","14/12/2022 07:00","15/12/2022 10:00","15/12/2022 10:00","10 Días hábiles",29700000,"",NA,401
"451","Contrato","30/11/2022 17:14","2022CD-000323-0021700001","Heredia","","20221107073-00","SERVICIOS PROFESIONALES PARA RE-DISEÑO DE OBRAS DE ESTABILIZACION DEL TALUD SOBRE RIO PIRRO PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","09/12/2022 07:00","12/12/2022 10:00","12/12/2022 10:00","3 Días hábiles",1600000,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",401
"452","Contrato","09/12/2022 10:07","2022CD-000239-0005500001","Atenas","","20221200114-00","COMPRA DE DE EQUIPO Y MOBILIARIO PARA LA MUNICIPALIDAD DE ATENAS","Bienes","Contratación directa","Cantidad definida","09/12/2022 10:10","14/12/2022 10:10","14/12/2022 10:10","10 Días hábiles",5505000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",205
"453","Contrato","09/12/2022 15:00","2022CD-000309-0004611901","Perez Zeledon","","20221200169-00","COMPRA DE BOLETAS PARA VENTA A LOS USUARIOS DEL SERVICIO DE ESTACIONAMIENTO PÚBLICO AUTORIZADO DE LA MUNICIPALIDAD DE PÉREZ ZELEDÓN","Bienes","Contratación directa","Cantidad definida","12/12/2022 07:00","14/12/2022 10:00","14/12/2022 10:01","10 Días hábiles",896228,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",119
"454","Contrato","09/12/2022 15:44","2022CD-000013-0010600001","Oreamuno","","20221107118-00","MEJORAS EN MIRADOR MUNICIPAL, DISTRITO POTRERO CERRADO, PROPIEDAD DE LA MUNICIPALIDAD DE OREAMUNO","Obra publica","Contratación directa","Cantidad definida","12/12/2022 07:00","16/12/2022 15:00","16/12/2022 15:01","10 Días hábiles",6e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",307
"455","Desierto/Infructuoso","12/12/2022 08:24","2022CD-000402-0022030101","Cartago","","20221104574-00","21726 - ADQUISICION DE EQUIPO DE AIRE ACONDICIONADO Y HABILITACION ELECTRICA DE EQUIPOS PARA LA MUNICIPALIDAD DE CARTAGO.","Bienes","Contratación directa","Cantidad definida","12/12/2022 08:30","15/12/2022 08:30","15/12/2022 08:35","10 Días hábiles",5e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",301
"456","Desierto/Infructuoso","12/12/2022 10:16","2022CD-000404-0022030101","Cartago","","20221200135-00","21997- ADQUISICION DE SISTEMA PARA LA GESTION DE RESPALDOS DEL AMBIENTE VIRTUAL, PARA LA MUNICIPALIDAD DE CARTAGO","Bienes/servicios","Contratación directa","Servicios","12/12/2022 11:00","19/12/2022 07:55","19/12/2022 08:00","10 Días hábiles",1.6e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",301
"457","Contrato","12/12/2022 11:09","2022CD-000408-0021600001","Desamparados","20221200290-01","20221200290-00","Compra de activos menores varios para las instalaciones culturales municipales. Municipalidad de Desamparados 2022","Bienes","Contratación directa","Cantidad definida","12/12/2022 12:00","14/12/2022 09:00","14/12/2022 09:00","4 Días naturales",1656800,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",103
"458","Desierto/Infructuoso","12/12/2022 13:22","2022CD-000059-0019900214","Los Chiles","","20221200327-00","SERVICIO DE LAVADO DE VEHICULOS LIVIANOS, MOTOCICLETAS, RETROEXCAVADORAS Y COMPACTADORAS DEL DEPTARMENTO DE GESTIÓN VIAL, MUNICIPALIDAD DE LOS CHILES","Servicios","Contratación directa","Según demanda","13/12/2022 08:00","15/12/2022 15:00","15/12/2022 15:05","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",214
"459","Contrato","13/12/2022 15:04","2022CD-000248-0003100001","Puntarenas","","20221200149-00","CONTRATACIÓN DE DISEÑO, DESARROLLO, IMPLEMENTACIÓN, HOSPEDAJE, MANTENIMENTO, INDEXACIÓN Y OPTIMIZACIÓN DE WEB SITE DE LA MUNICIPALIDAD","Servicios","Contratación directa","Servicios","13/12/2022 16:00","19/12/2022 12:00","19/12/2022 12:00","10 Días hábiles",7400000,"12.424 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",601
"460","Contrato","14/12/2022 08:00","2022CD-000092-0021911601","Turrubares","","20221200285-00","“COMPRA DE LLANTAS PARA LOS EQUIPO SM-7161 y SM-7078 DE LA UNIDAD DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES”","Bienes","Contratación directa","Cantidad definida","14/12/2022 09:00","19/12/2022 10:00","19/12/2022 10:01","10 Días hábiles",2350000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",116
"461","Contrato","14/12/2022 14:24","2022CD-000251-0003100001","Puntarenas","20221200477-01 20221200477-02","20221200477-00","CONTRATACIÓN DE DEFINICIÓN DEL PERFIL TECNOLÓGICO Y GUÍA PARA LA APLICACIÓN DEL NUEVO MARCO DE GESTIÓN DE T.I. DE LA MUNICIPALIDAD DE PUNTARENAS","Servicios","Contratación directa","Servicios","14/12/2022 15:00","19/12/2022 12:00","19/12/2022 12:00","10 Días hábiles",1e+07,"16.606 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",601
"462","Adjudicación en firme","14/12/2022 15:05","2022CD-000444-0022030101","Cartago","","20221200464-00","21900 - Contratación de Servicios Porfesionales para Capacitación en Lengua de Señas Costarricense para los funcionarios de la municipalidad de Cartag","Servicios","Contratación directa","Servicios","14/12/2022 16:00","19/12/2022 07:30","19/12/2022 07:30","10 Días hábiles",2500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",301
"463","Contrato","15/12/2022 08:52","2022CD-000447-0022030101","Cartago","","20221200496-00","COMPRA DE SETS DE ROBOTICA PARA EL LABORATORIO DE ROBOTICA EDUCATIVA DE LA BIBLIOTECA DIGITAL DE LA MUNICIPALIDAD DE CARTAGO.","Bienes","Contratación directa","Cantidad definida","15/12/2022 09:00","19/12/2022 09:00","19/12/2022 09:01","10 Días hábiles",6370295.66,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",301
"464","Contrato","15/12/2022 08:59","2022CD-000448-0022030101","Cartago","","20221200534-00","21983 - La Municipalidad de Cartago requiere Adquirir licencias adicionales ya que las existente ya resultan insuficientes debido al crecimiento insti","Bienes/servicios","Contratación directa","Cantidad definida","15/12/2022 09:05","20/12/2022 07:59","20/12/2022 08:00","10 Días hábiles",12200000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",301
"465","Adjudicación en firme","15/12/2022 14:35","2022CD-000240-0002200001","Mora","20221200410-01","20221200410-00","COMPRA DE SUMINISTROS, EQUIPO Y OTROS INSUMOS PARA LA COMISION MUNICIPAL DE EMERGENCIAS DE LA MUNICIPALIDAD DE MORA","Bienes","Contratación directa","Cantidad definida","15/12/2022 15:00","20/12/2022 11:00","20/12/2022 11:00","10 Días hábiles",602800,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",107
"466","En evaluación","15/12/2022 14:57","2022CD-000087-0003000001","Flores","","20221200572-00","Contratación de Servicios Profesionales en Auditoría Externa para Estados Financieros y Liquidación Presupuestaria de los años 2019 y 2020 de la Municipalidad de Flores","Servicios","Contratación directa","Cantidad definida","16/12/2022 08:00","19/12/2022 14:00","19/12/2022 14:00","10 Días hábiles",1e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",408
"467","Contrato","15/12/2022 15:52","2022CD-000450-0022030101","Cartago","","20221200580-00","21680 - La Municipalidad de Cartago, requiere ampliar la capacidad de almacenamiento de las matrices flash adaptativas HPE Nimble Storage con el fin d","Servicios","Contratación directa","Cantidad definida","15/12/2022 16:00","20/12/2022 07:00","20/12/2022 07:00","10 Días hábiles",24500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",301
"468","Desierto/Infructuoso","15/12/2022 15:57","2022CD-000453-0022030101","Cartago","","20221200463-00","21653 - ADQUISICION DE SISTEMA PARA LA DETECCION Y RESPUESTA DE INCIDENTES EN LA SEGURIDAD DE LA INFORMACION (EDR), PARA LA MUNICIPALIDAD DE CARTAGO.","Bienes/servicios","Contratación directa","Cantidad definida","15/12/2022 16:00","20/12/2022 08:00","20/12/2022 08:01","10 Días hábiles",1950000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",301
"469","Desierto/Infructuoso","20/12/2022 16:01","2022CD-000203-0002300005","Sarapiqui","","20221200736-00","Solicitud de contratación de servicios auxiliares para el departamento de plataforma de servicios de la Municipalidad de Sarapiquí.","Servicios","Contratación directa","Según demanda","20/12/2022 16:05","22/12/2022 12:00","22/12/2022 12:00","2 Días hábiles",2778.49,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",410
"470","Desierto/Infructuoso","20/12/2022 17:45","2022CD-000204-0002300005","Sarapiqui","","20221200740-00","CONTRATACIÓN DE SERVICIOS AUXILIARES PARA DEPARTAMENTO DE BIENES INMUEBLES DE LA MUNICIPALIDAD DE SARAPIQUI","Servicios","Contratación directa","Servicios","20/12/2022 18:00","22/12/2022 12:00","22/12/2022 12:00","2 Días hábiles",2778.49,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",410
"471","Contrato","21/12/2022 09:33","2022LD-000003-0003100001","Puntarenas","","20221200746-00","CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA LA ELABORACION DE LOS MANUALES DE PROCEDIMIENTOS FINANCIERO CONTABLES DE LA MUNICIPALIDAD DE PUNTARENAS","Servicios","Licitación reducida","Cantidad definida","21/12/2022 10:00","23/12/2022 15:00","23/12/2022 15:00","10 Días hábiles",7e+06,"11.829 [USD]",NA,601
"472","Adjudicación en firme","21/12/2022 10:51","2022CD-000242-0002200001","Mora","","20221200383-00","COMPRA DE CALZADO PARA LOS CUERPOS POLICIALES DE LA MUNICIPALIDAD DE MORA","Bienes/servicios","Contratación directa","Cantidad definida","21/12/2022 11:00","23/12/2022 14:00","23/12/2022 14:00","10 Días hábiles",2160000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",107
"473","Desierto/Infructuoso","22/12/2022 10:13","2022CD-000040-0004300001","Corredores","","20221200779-00","CONTRATACIÓN DE REPUESTOS Y SERVICIOS DE MANTENIMIENTO PARA VEHÍCULO SM-4770 DE LA MUNICIPALIDAD DE CORREDORES","Bienes/servicios","Contratación directa","Cantidad definida","22/12/2022 12:00","23/12/2022 12:00","23/12/2022 12:01","10 Días hábiles",8702845,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",610
"474","Contrato","06/01/2023 13:05","2023LE-000001-0021000001","Santa Cruz","","20230100053-00","SERVICIOS DE PRODUCCIÓN Y ORGANIZACIÓN DE EVENTOS CULTURALES SOCIALES Y NAVIDEÑAS DE LA MUNICIPALIDAD DE SANTA CRUZ","Servicios","Licitación menor","Según demanda","06/01/2023 14:00","13/01/2023 09:00","13/01/2023 09:00","10 Días hábiles",264519083,"",NA,503
"475","En recepción de ofertas","12/01/2023 08:08","2023LA-000001-0003200001","Carrillo","20230100099-01 20230100099-02","20230100099-00","CONTRATACIÓN DE SERVICIOS SEGUN DEMANDA PARA LA CONFECCIÓN DE UNIFORMES A LOS FUNCIONARIOS ADMINISTRATIVOS Y OPERATIVOS DE LA MUNICIPALIDAD","Bienes/servicios","Licitación abreviada","Según demanda","12/01/2023 10:00","23/01/2023 23:55","23/01/2023 23:59","14 Días hábiles",81568200,"",NA,505
